class_standing,task_score_1,task_score_2,task_score_3,task_score_4,task_score_5,prelim_grade,midterm_grade,min_exam_score_required,predicted_category,actual_exam_score,actual_outcome,prediction_correct,error_type,risk_label
1st Year,59.1,75.3,60.0,75.7,69.9,59.4,76.4,85.2,Borderline,80.9,Fail,False,Ambiguity,Medium
2nd Year,55.7,54.4,54.7,69.2,74.9,66.7,72.7,95.1,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,69.9,61.9,61.5,76.7,75.1,62.5,83.5,88.4,Borderline,82.6,Fail,False,Ambiguity,Medium
3rd Year,56.8,62.4,77.3,69.1,52.2,63.2,52.5,92.9,Cannot pass,84.2,Fail,True,,High
1st Year,75.1,85.9,57.5,82.5,57.7,66.1,83.4,84.7,Borderline,88.9,Pass,True,,Low
2nd Year,89.4,97.6,86.1,62.9,81.0,67.4,64.4,65.6,Achievable target,81.3,Pass,True,,High
4th Year,82.9,80.3,81.8,65.1,70.0,60.6,64.2,79.2,Borderline,86.3,Pass,True,,High
2nd Year,63.2,86.7,82.9,68.4,88.3,64.2,69.2,86.4,Borderline,95.8,Pass,True,,High
2nd Year,69.2,73.5,77.5,70.4,71.2,64.9,73.1,78.1,Borderline,95.6,Pass,True,,High
3rd Year,63.1,73.9,50.2,61.0,64.1,63.2,71.0,99.6,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,85.2,72.7,67.4,98.5,92.8,90.8,69.3,50.5,Achievable target,59.8,Pass,True,,High
1st Year,61.6,60.9,59.3,82.2,82.9,77.9,58.6,85.1,Borderline,75.6,Fail,False,Ambiguity,High
2nd Year,66.7,73.5,67.9,89.0,72.7,68.2,77.2,84.1,Borderline,85.2,Pass,True,,Low
1st Year,65.0,69.4,80.3,75.4,69.2,62.0,72.2,79.5,Borderline,97.8,Pass,True,,High
3rd Year,85.6,69.9,84.3,58.9,66.8,59.3,57.9,87.9,Borderline,100.0,Pass,True,,High
4th Year,82.2,83.6,86.3,93.4,84.7,84.7,71.1,75.4,Achievable target,77.0,Pass,True,,High
4th Year,78.2,55.8,54.5,61.7,63.7,76.1,73.4,93.6,Cannot pass,74.1,Fail,True,,High
3rd Year,78.0,57.9,65.6,51.0,50.3,69.8,53.3,94.6,Cannot pass,80.3,Fail,True,,High
1st Year,64.4,71.9,78.5,59.6,81.2,73.6,68.2,92.7,Cannot pass,78.2,Fail,True,,Medium
1st Year,73.5,99.7,96.5,80.4,89.5,78.2,85.1,71.5,Achievable target,70.1,Fail,False,Underperformance,High
4th Year,74.8,96.9,77.1,95.7,79.6,71.4,89.1,64.6,Achievable target,72.4,Pass,True,,Low
3rd Year,53.5,54.5,61.7,69.4,59.8,51.8,57.4,92.9,Cannot pass,73.1,Fail,True,,High
1st Year,59.9,76.2,87.3,83.0,84.6,84.8,76.1,88.9,Borderline,90.6,Pass,True,,Low
3rd Year,85.3,87.3,72.8,83.0,63.4,75.1,67.8,83.3,Borderline,69.5,Fail,False,Ambiguity,High
4th Year,56.9,60.3,71.2,71.7,73.7,53.5,72.9,96.3,Cannot pass,94.7,Fail,True,,High
2nd Year,72.4,68.9,60.9,63.8,57.8,59.8,65.0,86.5,Borderline,97.5,Pass,True,,High
1st Year,78.9,74.9,61.3,64.3,64.3,75.0,70.8,80.4,Borderline,92.0,Pass,True,,High
4th Year,67.4,74.2,72.9,80.6,81.1,78.9,63.0,81.3,Borderline,64.9,Fail,False,Ambiguity,High
2nd Year,99.4,75.9,80.9,80.0,78.5,87.5,67.5,64.8,Achievable target,77.5,Pass,True,,High
3rd Year,85.1,98.5,95.1,75.3,94.7,90.8,70.5,65.9,Achievable target,59.5,Fail,False,Underperformance,High
1st Year,53.0,73.5,63.4,68.8,50.8,69.5,63.9,95.5,Cannot pass,88.5,Fail,True,,High
4th Year,63.9,80.2,57.3,71.6,51.6,70.1,56.7,93.4,Cannot pass,85.4,Fail,True,,High
2nd Year,68.4,68.6,74.2,89.1,72.5,84.4,70.8,76.5,Borderline,81.9,Pass,True,,High
4th Year,67.7,85.6,79.4,76.1,73.2,68.9,75.4,76.7,Borderline,80.8,Pass,True,,Medium
1st Year,68.5,87.7,62.9,68.1,96.3,91.9,77.1,62.9,Achievable target,78.6,Pass,True,,Low
2nd Year,63.7,53.2,62.8,81.5,74.1,77.6,70.9,95.3,Cannot pass,80.0,Fail,True,,Medium
1st Year,72.3,66.7,74.2,65.5,73.1,61.4,74.0,78.4,Borderline,71.9,Fail,False,Ambiguity,High
1st Year,68.2,98.6,79.0,75.4,63.1,87.5,81.1,60.8,Achievable target,66.5,Pass,True,,Low
2nd Year,80.3,62.2,54.3,53.5,50.2,70.8,77.5,99.9,Cannot pass,100.0,Pass,False,Overperformance,Medium
2nd Year,99.2,74.5,74.7,88.1,63.9,86.9,91.9,70.2,Achievable target,86.0,Pass,True,,Low
4th Year,52.1,75.4,69.1,79.1,53.7,58.5,60.1,96.2,Cannot pass,80.2,Fail,True,,High
3rd Year,66.7,73.3,58.0,65.3,69.3,74.8,71.1,80.1,Borderline,67.2,Fail,False,Ambiguity,High
4th Year,71.2,75.0,88.8,91.6,93.4,69.1,78.6,73.4,Achievable target,65.0,Fail,False,Underperformance,Medium
2nd Year,81.5,53.6,72.6,77.2,54.8,70.0,63.2,98.2,Cannot pass,80.0,Fail,True,,High
1st Year,64.4,90.8,97.0,85.6,84.8,64.3,87.8,51.2,Achievable target,50.0,Fail,False,Underperformance,High
2nd Year,98.1,99.7,80.1,68.7,80.5,66.0,88.3,64.6,Achievable target,55.9,Fail,False,Underperformance,High
1st Year,77.4,94.9,88.7,65.1,68.1,74.4,65.9,74.3,Achievable target,87.7,Pass,True,,High
1st Year,91.9,76.0,71.3,83.7,62.5,76.5,87.5,74.1,Achievable target,81.6,Pass,True,,Low
2nd Year,70.6,83.3,71.7,83.7,68.5,90.3,88.7,58.8,Achievable target,74.5,Pass,True,,Low
1st Year,81.4,66.3,61.5,79.4,72.5,72.9,72.6,75.8,Borderline,77.8,Pass,True,,High
4th Year,85.7,63.8,76.4,85.3,87.0,87.0,75.2,64.3,Achievable target,76.2,Pass,True,,Medium
3rd Year,58.8,57.1,84.6,63.6,77.8,74.3,69.0,86.7,Borderline,100.0,Pass,True,,High
1st Year,82.6,73.7,68.5,81.0,79.6,66.3,86.5,84.1,Borderline,96.6,Pass,True,,Low
3rd Year,58.9,64.3,70.2,66.4,74.4,57.4,69.7,97.8,Cannot pass,82.3,Fail,True,,High
1st Year,78.4,52.7,72.3,81.0,68.4,56.1,78.0,90.1,Cannot pass,97.5,Pass,False,Overperformance,Medium
3rd Year,72.3,70.8,73.2,87.6,72.8,72.4,83.6,86.4,Borderline,92.0,Pass,True,,Low
2nd Year,70.1,77.0,67.7,56.8,73.7,68.7,65.8,98.4,Cannot pass,82.5,Fail,True,,High
3rd Year,87.3,87.2,82.0,79.6,89.0,80.7,77.2,53.3,Achievable target,50.0,Fail,False,Underperformance,Medium
2nd Year,61.0,61.4,57.9,80.8,77.5,65.7,61.2,96.8,Cannot pass,85.8,Fail,True,,High
1st Year,58.8,58.1,75.8,63.7,76.9,80.4,61.1,81.2,Borderline,67.1,Fail,False,Ambiguity,Medium
1st Year,80.9,69.8,84.3,79.3,91.3,79.1,71.1,69.6,Achievable target,58.8,Fail,False,Underperformance,High
1st Year,68.0,80.3,72.6,59.6,72.7,57.9,65.2,94.3,Cannot pass,88.6,Fail,True,,High
3rd Year,97.8,71.5,92.4,87.4,82.2,67.0,68.9,54.7,Achievable target,66.8,Pass,True,,High
1st Year,78.1,50.8,58.8,55.0,81.2,56.6,55.6,95.5,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,71.5,53.1,50.6,52.6,61.7,77.3,65.3,97.1,Cannot pass,89.9,Fail,True,,High
1st Year,98.7,75.6,100.0,86.3,90.4,70.3,81.6,63.3,Achievable target,50.0,Fail,False,Underperformance,High
4th Year,70.1,88.2,86.2,76.5,59.7,61.8,59.3,76.5,Borderline,56.9,Fail,False,Ambiguity,High
1st Year,79.8,78.0,77.8,63.8,76.1,75.8,74.1,77.6,Borderline,92.3,Pass,True,,High
3rd Year,68.9,64.0,58.0,75.8,55.6,76.1,74.8,92.3,Cannot pass,85.5,Fail,True,,High
3rd Year,79.3,70.1,51.0,66.4,52.7,66.1,64.3,89.0,Cannot pass,72.5,Fail,True,,High
1st Year,82.6,86.3,98.6,80.8,96.9,73.3,87.9,56.1,Achievable target,70.6,Pass,True,,Low
2nd Year,81.6,80.5,64.2,66.8,69.1,57.7,68.9,96.4,Cannot pass,85.4,Fail,True,,High
4th Year,87.3,60.8,77.8,60.4,61.8,57.6,67.9,84.0,Borderline,94.9,Pass,True,,High
4th Year,87.7,67.3,64.2,85.8,86.8,79.1,70.1,71.1,Achievable target,68.6,Fail,False,Underperformance,High
1st Year,61.0,78.6,70.8,80.7,58.7,73.7,61.3,84.6,Borderline,87.8,Pass,True,,Medium
4th Year,72.8,52.0,57.2,76.4,75.9,73.9,59.1,94.3,Cannot pass,78.6,Fail,True,,High
4th Year,89.5,65.7,96.7,86.2,80.7,77.1,68.3,59.0,Achievable target,73.8,Pass,True,,High
2nd Year,82.1,69.4,88.2,76.9,68.9,90.4,77.7,63.7,Achievable target,83.4,Pass,True,,Medium
3rd Year,80.2,72.2,70.3,57.5,51.7,62.3,50.3,88.9,Cannot pass,76.5,Fail,True,,High
1st Year,55.4,73.4,80.4,73.8,75.1,69.6,56.3,92.3,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,92.0,98.8,70.8,74.2,86.5,63.7,79.6,71.0,Achievable target,58.4,Fail,False,Underperformance,Medium
4th Year,80.9,61.8,86.5,60.3,85.5,71.9,69.9,82.0,Borderline,86.8,Pass,True,,High
2nd Year,85.0,83.4,62.4,79.2,85.3,81.6,69.8,75.7,Borderline,94.4,Pass,True,,High
2nd Year,75.7,90.9,72.0,93.7,64.9,84.5,91.0,75.9,Achievable target,94.4,Pass,True,,Low
3rd Year,72.6,98.7,97.3,82.3,77.3,66.2,80.1,68.2,Achievable target,59.5,Fail,False,Underperformance,Medium
3rd Year,83.8,63.1,98.4,73.0,67.4,63.2,87.8,72.4,Achievable target,75.3,Pass,True,,Low
1st Year,79.0,69.1,90.0,64.2,82.9,74.1,76.5,61.0,Achievable target,65.0,Pass,True,,Low
1st Year,59.1,60.8,89.3,66.2,67.1,60.8,79.7,87.9,Borderline,100.0,Pass,True,,Medium
4th Year,92.9,77.4,94.7,92.3,62.1,77.1,70.7,52.2,Achievable target,69.3,Pass,True,,High
3rd Year,73.4,81.6,65.4,61.9,69.4,72.5,56.7,91.0,Cannot pass,78.5,Fail,True,,High
2nd Year,73.3,76.3,99.7,68.7,64.9,80.1,63.7,54.7,Achievable target,50.0,Fail,False,Underperformance,High
3rd Year,66.3,62.3,68.4,70.6,75.7,72.2,68.6,98.7,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,98.4,95.9,74.2,62.8,85.0,75.7,84.7,63.6,Achievable target,66.1,Pass,True,,Low
1st Year,78.2,51.2,73.6,59.3,64.5,64.9,57.0,95.8,Cannot pass,81.6,Fail,True,,High
1st Year,76.2,90.3,89.4,82.7,91.6,66.1,66.4,67.1,Achievable target,81.3,Pass,True,,High
2nd Year,68.9,81.6,87.1,70.5,81.6,81.5,69.2,59.8,Achievable target,54.7,Fail,False,Underperformance,High
4th Year,71.0,66.6,63.3,63.7,69.3,80.6,63.5,57.5,Achievable target,55.4,Fail,False,Underperformance,High
4th Year,58.6,77.0,79.7,81.1,64.4,83.1,77.7,75.8,Borderline,85.2,Pass,True,,Low
4th Year,73.8,76.5,85.9,64.1,98.7,68.1,63.8,50.1,Achievable target,50.0,Fail,False,Underperformance,High
1st Year,84.1,87.1,74.6,71.8,69.7,58.4,84.3,81.9,Borderline,72.3,Fail,False,Ambiguity,Medium
2nd Year,75.4,57.2,72.7,72.7,77.2,50.2,54.8,93.7,Cannot pass,76.5,Fail,True,,High
2nd Year,69.0,56.8,55.9,70.5,56.7,65.5,73.4,92.7,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,65.4,80.0,68.9,62.2,60.5,59.9,76.8,83.6,Borderline,94.4,Pass,True,,Medium
4th Year,54.9,66.0,51.9,79.6,51.9,61.9,50.0,97.4,Cannot pass,93.3,Fail,True,,High
4th Year,51.4,76.3,71.0,58.0,56.5,60.0,73.2,98.3,Cannot pass,100.0,Pass,False,Overperformance,High
1st Year,64.8,61.0,78.3,68.4,64.4,83.0,79.4,85.8,Borderline,87.6,Pass,True,,Medium
3rd Year,68.4,66.1,50.3,78.7,67.4,73.1,68.4,97.6,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,64.4,63.7,80.5,73.5,76.8,78.3,73.4,86.0,Borderline,79.0,Fail,False,Ambiguity,Medium
2nd Year,60.6,77.9,86.4,65.3,67.8,66.2,73.9,80.8,Borderline,77.7,Fail,False,Ambiguity,High
2nd Year,63.8,74.6,76.6,58.3,60.2,86.2,76.9,75.5,Borderline,59.4,Fail,False,Ambiguity,Medium
2nd Year,64.9,87.9,81.0,69.8,95.4,71.5,71.3,57.1,Achievable target,72.7,Pass,True,,High
3rd Year,96.3,70.7,91.9,83.8,73.7,64.0,86.7,56.3,Achievable target,50.0,Fail,False,Underperformance,Medium
3rd Year,57.1,89.8,83.9,73.1,79.5,71.3,79.3,76.9,Borderline,86.4,Pass,True,,Low
1st Year,72.2,71.9,61.7,89.2,57.5,57.3,68.2,83.7,Borderline,88.1,Pass,True,,High
2nd Year,73.1,53.0,81.5,60.8,70.6,53.1,69.9,98.1,Cannot pass,95.1,Fail,True,,High
1st Year,59.0,50.4,81.6,69.1,69.4,76.9,73.3,97.8,Cannot pass,90.3,Fail,True,,High
3rd Year,66.6,68.4,69.2,61.6,68.7,70.4,66.3,77.3,Borderline,85.4,Pass,True,,High
2nd Year,89.4,89.0,69.7,63.4,73.5,67.6,74.5,75.5,Achievable target,79.9,Pass,True,,Medium
2nd Year,73.2,66.3,51.4,55.2,79.9,52.9,67.8,97.5,Cannot pass,91.5,Fail,True,,High
1st Year,55.4,59.1,60.0,81.9,56.9,53.6,75.9,89.9,Cannot pass,100.0,Pass,False,Overperformance,Medium
4th Year,83.9,90.6,89.6,66.2,100.0,90.3,89.0,66.2,Achievable target,55.2,Fail,False,Underperformance,High
1st Year,62.6,81.0,85.7,87.0,74.6,76.7,81.5,61.1,Achievable target,80.4,Pass,True,,Low
1st Year,50.0,50.7,72.1,63.2,76.9,54.8,50.4,92.7,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,86.2,73.0,83.8,59.3,75.9,84.7,68.9,88.4,Borderline,83.2,Fail,False,Ambiguity,High
2nd Year,81.9,96.5,73.8,92.4,68.4,84.6,79.2,54.6,Achievable target,69.2,Pass,True,,Low
4th Year,81.6,70.6,67.0,98.4,86.9,86.5,83.2,71.6,Achievable target,67.5,Fail,False,Underperformance,High
1st Year,71.3,53.3,54.8,70.3,77.8,68.5,51.0,99.6,Cannot pass,96.0,Fail,True,,High
4th Year,99.0,91.3,97.6,92.7,86.8,71.3,72.5,74.6,Achievable target,92.0,Pass,True,,High
4th Year,61.9,59.5,60.4,77.5,50.3,62.2,76.4,94.5,Cannot pass,85.0,Fail,True,,Medium
4th Year,52.4,57.2,52.9,54.1,55.2,58.5,50.3,99.4,Cannot pass,96.0,Fail,True,,High
3rd Year,86.0,60.5,73.0,84.9,75.4,63.3,79.1,84.5,Borderline,92.4,Pass,True,,Low
1st Year,62.3,93.4,74.2,67.2,81.7,89.7,63.2,51.5,Achievable target,60.4,Pass,True,,High
3rd Year,72.7,86.6,58.5,68.2,68.6,67.2,71.6,86.1,Borderline,79.0,Fail,False,Ambiguity,High
3rd Year,54.7,67.9,62.0,67.3,53.4,76.7,75.4,97.9,Cannot pass,100.0,Pass,False,Overperformance,Medium
3rd Year,81.1,74.1,95.7,69.2,70.4,82.9,65.6,69.0,Achievable target,75.1,Pass,True,,High
3rd Year,95.2,85.2,70.1,63.9,63.7,65.6,79.8,59.1,Achievable target,53.4,Fail,False,Underperformance,Medium
1st Year,98.0,66.5,73.6,79.9,62.0,89.7,65.9,67.7,Achievable target,80.7,Pass,True,,High
3rd Year,70.8,74.6,63.5,65.6,72.5,65.9,64.3,90.5,Cannot pass,96.4,Pass,False,Overperformance,High
2nd Year,57.3,70.8,57.1,75.6,80.2,73.9,77.8,75.0,Borderline,77.1,Pass,True,,Medium
4th Year,83.5,80.7,78.9,80.3,81.4,78.7,79.1,76.0,Borderline,73.8,Fail,False,Ambiguity,High
4th Year,66.9,74.4,60.7,58.8,75.0,57.0,73.0,90.1,Cannot pass,82.3,Fail,True,,High
1st Year,59.6,50.1,57.5,60.8,60.0,72.0,51.3,92.7,Cannot pass,91.0,Fail,True,,High
3rd Year,75.3,81.4,79.1,60.1,72.1,58.6,74.9,92.9,Cannot pass,100.0,Pass,False,Overperformance,Medium
2nd Year,76.8,80.9,52.1,57.8,59.6,61.9,63.2,91.5,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,72.3,77.3,69.3,61.3,56.0,53.8,70.8,93.6,Cannot pass,91.7,Fail,True,,High
4th Year,87.5,94.1,78.7,98.3,69.6,68.4,88.8,73.2,Achievable target,62.7,Fail,False,Underperformance,Medium
2nd Year,67.1,81.9,84.9,68.5,59.0,77.0,79.2,80.9,Borderline,93.0,Pass,True,,Low
2nd Year,71.3,83.8,85.2,82.9,95.0,80.5,77.7,53.2,Achievable target,50.0,Fail,False,Underperformance,Medium
4th Year,63.0,80.6,83.8,100.0,89.1,87.6,73.0,63.2,Achievable target,82.7,Pass,True,,High
3rd Year,83.6,74.4,64.4,76.2,64.2,57.1,64.1,77.7,Borderline,85.8,Pass,True,,High
4th Year,69.8,84.9,75.3,57.3,63.2,84.9,75.1,88.0,Borderline,81.1,Fail,False,Ambiguity,Medium
4th Year,74.7,81.2,50.6,80.5,62.5,73.5,65.3,94.8,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,58.4,65.8,67.9,73.8,65.1,69.0,63.6,95.9,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,84.2,74.8,63.4,79.4,59.5,63.6,80.8,81.1,Borderline,70.6,Fail,False,Ambiguity,Medium
4th Year,64.8,57.6,60.7,65.1,81.0,80.3,74.0,78.6,Borderline,67.7,Fail,False,Ambiguity,Medium
3rd Year,71.8,69.7,50.7,76.1,74.4,58.6,67.8,95.2,Cannot pass,91.5,Fail,True,,High
2nd Year,79.5,87.8,76.0,75.7,78.3,70.2,58.6,80.6,Borderline,98.7,Pass,True,,High
3rd Year,79.7,54.9,66.2,68.7,56.7,55.6,71.9,96.1,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,81.3,62.9,66.9,81.7,73.8,91.0,76.7,52.2,Achievable target,53.5,Pass,True,,Medium
2nd Year,55.5,56.0,63.6,58.4,69.7,63.6,53.1,97.4,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,62.1,85.8,72.7,80.8,73.3,91.9,69.7,73.7,Achievable target,92.2,Pass,True,,High
1st Year,59.7,62.2,81.7,69.8,67.4,51.0,73.7,89.0,Cannot pass,87.1,Fail,True,,High
2nd Year,80.1,96.0,92.0,69.5,76.1,85.6,78.3,54.5,Achievable target,63.1,Pass,True,,Low
3rd Year,81.1,71.2,50.5,72.6,58.0,74.1,60.7,90.4,Cannot pass,80.5,Fail,True,,Medium
3rd Year,71.0,83.8,91.2,93.7,77.1,64.9,77.0,61.3,Achievable target,66.0,Pass,True,,Low
4th Year,81.2,51.7,75.5,70.7,58.4,67.8,53.6,88.8,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,71.6,79.1,98.1,78.7,96.2,88.2,73.0,68.1,Achievable target,81.6,Pass,True,,High
3rd Year,69.1,58.7,62.6,77.3,82.6,79.7,74.5,76.2,Borderline,74.9,Fail,False,Ambiguity,High
1st Year,82.9,91.7,68.2,77.5,96.9,68.0,64.8,67.0,Achievable target,54.7,Fail,False,Underperformance,High
2nd Year,79.0,74.0,50.6,65.4,78.7,62.1,76.9,95.8,Cannot pass,98.9,Pass,False,Overperformance,Medium
4th Year,88.4,64.5,75.1,89.2,68.0,73.1,83.0,70.2,Achievable target,81.0,Pass,True,,Low
2nd Year,87.5,72.6,62.3,82.5,65.0,82.3,74.6,80.5,Borderline,68.9,Fail,False,Ambiguity,High
4th Year,79.6,56.9,79.7,51.0,74.6,75.8,61.0,88.9,Cannot pass,72.6,Fail,True,,High
4th Year,68.1,74.1,83.7,63.3,77.8,69.9,62.2,86.6,Borderline,79.5,Fail,False,Ambiguity,High
4th Year,75.8,74.0,71.0,70.2,84.0,77.3,80.2,80.9,Borderline,74.9,Fail,False,Ambiguity,Medium
2nd Year,82.6,70.7,73.8,72.5,71.2,77.5,75.3,88.6,Borderline,92.2,Pass,True,,Low
3rd Year,52.0,75.9,69.7,63.7,75.7,62.7,56.4,93.7,Cannot pass,91.3,Fail,True,,High
2nd Year,73.4,74.3,78.0,75.3,63.8,53.3,60.5,99.2,Cannot pass,100.0,Pass,False,Overperformance,High
1st Year,69.8,69.4,95.4,67.4,84.2,74.0,71.8,67.6,Achievable target,50.0,Fail,False,Underperformance,Medium
3rd Year,73.0,71.5,87.0,76.1,73.4,77.5,64.1,75.9,Borderline,58.6,Fail,False,Ambiguity,High
4th Year,62.4,66.8,89.7,77.9,78.0,59.2,86.1,87.5,Borderline,98.9,Pass,True,,Low
4th Year,80.0,84.5,82.9,89.2,78.0,66.6,71.9,86.4,Borderline,92.5,Pass,True,,High
2nd Year,80.9,71.7,83.9,61.7,68.1,65.0,77.9,85.6,Borderline,95.3,Pass,True,,Low
1st Year,61.4,80.2,89.7,82.7,64.4,75.7,65.8,75.4,Borderline,79.8,Pass,True,,High
3rd Year,63.5,83.3,66.7,82.0,88.3,74.2,71.6,85.5,Borderline,88.3,Pass,True,,High
2nd Year,66.0,76.6,76.1,77.1,72.3,64.9,73.2,98.5,Cannot pass,88.4,Fail,True,,High
3rd Year,78.0,66.3,52.2,57.2,74.8,53.1,63.2,95.3,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,74.5,63.0,54.6,71.4,55.8,65.7,77.5,94.6,Cannot pass,100.0,Pass,False,Overperformance,Medium
1st Year,93.6,78.5,80.9,68.7,85.4,71.6,77.7,69.9,Achievable target,68.6,Fail,False,Underperformance,Medium
2nd Year,62.7,66.2,58.1,62.6,89.6,87.0,78.6,83.6,Borderline,99.3,Pass,True,,Medium
4th Year,74.1,58.2,80.4,89.5,65.5,70.9,67.8,80.5,Borderline,65.8,Fail,False,Ambiguity,High
4th Year,97.8,92.0,63.1,93.1,91.4,78.0,77.4,71.7,Achievable target,80.8,Pass,True,,Low
3rd Year,60.0,58.5,71.8,55.7,70.6,63.0,73.5,93.8,Cannot pass,75.2,Fail,True,,High
2nd Year,55.9,72.0,56.9,76.3,70.3,58.2,57.0,93.2,Cannot pass,100.0,Pass,False,Overperformance,High
1st Year,51.1,59.7,63.5,68.7,54.8,59.4,74.8,93.7,Cannot pass,100.0,Pass,False,Overperformance,High
1st Year,79.7,85.6,71.9,71.5,99.6,88.2,84.4,53.6,Achievable target,55.1,Pass,True,,Low
1st Year,97.6,93.0,81.9,98.8,67.6,79.2,68.3,58.0,Achievable target,76.8,Pass,True,,High
3rd Year,53.3,58.0,69.0,52.0,67.6,66.4,58.1,91.5,Cannot pass,96.9,Pass,False,Overperformance,High
3rd Year,62.4,68.7,59.7,72.5,53.2,52.0,70.8,96.7,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,88.6,60.4,63.0,71.2,66.3,76.5,77.7,82.4,Borderline,95.0,Pass,True,,Medium
2nd Year,82.1,58.4,67.3,79.6,67.9,59.4,67.4,85.0,Borderline,88.3,Pass,True,,High
3rd Year,74.8,70.3,57.8,75.8,56.9,75.4,69.8,88.7,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,71.9,70.9,77.0,80.9,86.6,65.2,75.9,84.6,Borderline,98.4,Pass,True,,Low
2nd Year,76.9,91.0,73.4,69.9,82.7,70.8,64.0,51.3,Achievable target,65.5,Pass,True,,High
1st Year,79.3,67.6,93.1,71.9,99.8,79.3,69.7,62.9,Achievable target,55.5,Fail,False,Underperformance,High
4th Year,53.4,77.4,74.6,77.6,78.6,56.4,64.6,98.2,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,59.3,57.7,77.8,64.8,71.9,76.9,58.4,97.1,Cannot pass,95.7,Fail,True,,High
3rd Year,55.2,60.0,62.9,65.3,57.9,51.9,69.0,88.3,Cannot pass,71.9,Fail,True,,High
3rd Year,89.0,84.6,87.0,86.8,97.4,91.0,75.4,66.0,Achievable target,50.0,Fail,False,Underperformance,High
4th Year,74.4,78.5,80.7,69.2,66.8,62.5,73.7,87.9,Borderline,100.0,Pass,True,,High
1st Year,71.8,92.0,89.5,81.2,76.8,66.6,85.8,66.1,Achievable target,74.2,Pass,True,,Low
3rd Year,71.1,79.7,65.2,64.5,80.0,76.9,76.9,97.8,Cannot pass,100.0,Pass,False,Overperformance,Low
4th Year,62.3,80.0,61.6,74.2,79.5,77.2,76.5,94.7,Cannot pass,84.3,Fail,True,,Medium
3rd Year,64.2,63.2,88.8,79.7,74.7,61.0,72.4,88.2,Borderline,75.8,Fail,False,Ambiguity,High
4th Year,75.2,86.2,87.1,70.2,77.1,65.4,70.5,78.1,Borderline,89.2,Pass,True,,High
4th Year,68.1,66.0,62.0,61.6,80.5,63.6,60.5,89.0,Borderline,94.9,Pass,True,,High
1st Year,77.1,80.6,75.5,63.0,85.0,81.8,67.5,85.7,Borderline,74.4,Fail,False,Ambiguity,High
1st Year,75.7,51.3,78.1,81.0,73.7,53.4,72.6,95.8,Cannot pass,100.0,Pass,False,Overperformance,Medium
4th Year,83.5,94.4,87.5,73.0,99.1,79.6,78.0,60.5,Achievable target,56.9,Fail,False,Underperformance,Medium
3rd Year,63.8,79.9,80.9,74.6,57.8,70.0,50.6,97.9,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,62.1,58.4,81.8,67.0,77.6,75.5,64.5,93.5,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,88.8,67.8,81.4,66.4,77.2,81.1,83.6,81.3,Borderline,73.3,Fail,False,Ambiguity,High
4th Year,61.4,69.0,85.8,70.8,67.5,79.2,63.5,78.6,Borderline,97.4,Pass,True,,High
1st Year,63.3,68.5,57.4,59.0,57.1,59.7,75.2,93.2,Cannot pass,84.2,Fail,True,,Medium
3rd Year,98.6,66.5,95.1,74.4,98.3,72.1,65.4,63.5,Achievable target,68.9,Pass,True,,High
4th Year,71.0,72.0,56.2,72.7,60.0,78.0,70.5,95.1,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,67.7,57.6,71.7,62.0,51.4,72.8,51.5,96.1,Cannot pass,92.1,Fail,True,,High
3rd Year,85.4,60.1,79.0,77.2,85.6,62.2,81.0,81.3,Borderline,90.4,Pass,True,,Medium
4th Year,69.7,74.2,60.5,71.0,78.5,71.9,62.0,80.1,Borderline,89.5,Pass,True,,High
3rd Year,86.7,75.2,79.3,59.5,88.5,66.5,67.6,78.1,Borderline,75.5,Fail,False,Ambiguity,High
4th Year,64.9,66.3,63.0,89.2,82.8,84.9,82.9,87.7,Borderline,77.6,Fail,False,Ambiguity,High
2nd Year,74.4,73.1,89.3,63.0,67.4,82.8,66.6,51.3,Achievable target,54.3,Pass,True,,High
1st Year,67.3,67.6,70.8,90.5,69.6,64.0,89.3,72.8,Achievable target,68.3,Fail,False,Underperformance,High
2nd Year,63.2,80.7,65.3,87.7,84.3,74.7,57.3,87.4,Borderline,100.0,Pass,True,,High
